Frequency [Hz]	FFT(A) [dB]
13461,9	-6,90
13464,8	-6,70
13467,8	-8,40
13470,7	-9,70
13473,6	-8,80
13476,6	-8,20
13479,5	-8,20
13482,4	-8,20
13485,4	-8,90
13488,3	-9,00
13491,2	-8,80
13494,1	-8,90
13497,1	-10,90
13500,0	-12,20
13502,9	-11,90
13505,9	-11,20
13508,8	-10,60
13511,7	-9,60
13514,6	-8,70
13517,6	-8,70
13520,5	-7,80
13523,4	-6,60
13526,4	-6,10
13529,3	-6,70
13532,2	-7,90
13535,2	-8,70
13538,1	-9,00
13541,0	-9,60
13543,9	-11,50
13546,9	-12,80
13549,8	-12,20
13552,7	-12,00
13555,7	-11,70
13558,6	-11,60
13561,5	-11,60
13564,5	-11,40
13567,4	-12,50
13570,3	-12,30
13573,2	-9,70
13576,2	-8,30
13579,1	-8,50
13582,0	-9,30
13585,0	-9,50
13587,9	-9,40
13590,8	-9,90
13593,8	-10,80
13596,7	-10,30
13599,6	-9,30
13602,5	-8,70
13605,5	-9,00
13608,4	-10,00
13611,3	-9,50
13614,3	-9,80
13617,2	-10,00
13620,1	-8,50
13623,0	-8,10
13626,0	-8,20
13628,9	-8,60
13631,8	-8,90
13634,8	-8,50
13637,7	-8,60
13640,6	-9,40
13643,6	-10,10
13646,5	-9,50
13649,4	-9,20
13652,3	-9,50
13655,3	-9,40
13658,2	-9,70
13661,1	-10,00
13664,1	-9,70
13667,0	-9,00
13669,9	-9,00
13672,9	-9,30
13675,8	-8,40
13678,7	-7,10
13681,6	-7,50
13684,6	-9,60
13687,5	-11,40
13690,4	-10,90
13693,4	-9,60
13696,3	-8,70
13699,2	-7,90
13702,1	-7,20
13705,1	-7,90
13708,0	-9,50
13710,9	-10,20
13713,9	-10,50
13716,8	-10,50
13719,7	-10,30
13722,7	-10,10
13725,6	-10,30
13728,5	-10,70
13731,4	-11,00
13734,4	-10,90
13737,3	-9,30
13740,2	-7,70
13743,2	-6,90
13746,1	-7,20
13749,0	-8,10
13752,0	-9,30
13754,9	-9,30
13757,8	-8,20
13760,7	-7,60
13763,7	-8,50
13766,6	-8,90
13769,5	-7,60
13772,5	-7,00
13775,4	-7,40
13778,3	-7,60
13781,3	-7,00
13784,2	-6,50
13787,1	-6,10
13790,0	-5,90
13793,0	-5,90
13795,9	-6,60
13798,8	-8,40
13801,8	-10,50
13804,7	-10,00
13807,6	-8,70
13810,5	-8,90
13813,5	-8,50
13816,4	-7,50
13819,3	-7,40
13822,3	-7,40
13825,2	-6,80
13828,1	-6,10
13831,1	-5,90
13834,0	-6,10
13836,9	-6,80
13839,8	-8,10
13842,8	-8,10
13845,7	-7,60
13848,6	-7,20
13851,6	-6,80
13854,5	-6,50
13857,4	-6,80
13860,4	-7,30
13863,3	-7,80
13866,2	-7,40
13869,1	-6,90
13872,1	-7,00
13875,0	-7,60
13877,9	-8,30
13880,9	-8,60
13883,8	-9,10
13886,7	-9,80
13889,6	-9,10
13892,6	-8,40
13895,5	-8,00
13898,4	-7,90
13901,4	-7,90
13904,3	-8,10
13907,2	-8,30
13910,2	-7,70
13913,1	-6,60
13916,0	-5,90
13918,9	-5,90
13921,9	-5,70
13924,8	-5,60
13927,7	-5,70
13930,7	-5,30
13933,6	-5,00
13936,5	-5,00
13939,5	-5,50
13942,4	-6,20
13945,3	-6,80
13948,2	-6,30
13951,2	-5,60
13954,1	-6,00
13957,0	-7,10
13960,0	-9,10
13962,9	-11,30
13965,8	-10,60
13968,8	-9,60
13971,7	-10,90
13974,6	-12,30
13977,5	-10,80
13980,5	-8,80
13983,4	-8,00
13986,3	-9,40
13989,3	-10,90
13992,2	-10,50
13995,1	-9,40
13998,0	-9,00
14001,0	-9,10
14003,9	-8,00
14006,8	-6,70
14009,8	-6,70
14012,7	-6,90
14015,6	-6,80
14018,6	-6,20
14021,5	-5,90
14024,4	-6,30
14027,3	-5,80
14030,3	-5,30
14033,2	-5,50
14036,1	-5,40
14039,1	-5,10
14042,0	-5,70
14044,9	-7,20
14047,9	-8,90
14050,8	-9,00
14053,7	-8,20
14056,6	-8,40
14059,6	-8,90
14062,5	-9,50
14065,4	-10,60
14068,4	-11,30
14071,3	-11,40
14074,2	-10,60
14077,1	-10,40
14080,1	-9,90
14083,0	-9,50
14085,9	-10,10
14088,9	-9,90
14091,8	-9,60
14094,7	-9,70
14097,7	-10,30
14100,6	-9,60
14103,5	-8,70
14106,4	-8,70
14109,4	-9,20
14112,3	-8,50
14115,2	-7,10
14118,2	-6,60
14121,1	-6,80
14124,0	-6,60
14127,0	-6,30
14129,9	-6,00
14132,8	-5,70
14135,7	-6,00
14138,7	-6,70
14141,6	-7,70
14144,5	-8,60
14147,5	-8,40
14150,4	-8,90
14153,3	-10,50
14156,3	-11,60
14159,2	-11,80
14162,1	-11,80
14165,0	-11,30
14168,0	-10,90
14170,9	-11,60
14173,8	-12,70
14176,8	-12,50
14179,7	-11,90
14182,6	-11,40
14185,5	-11,00
14188,5	-10,80
14191,4	-10,70
14194,3	-10,50
14197,3	-9,50
14200,2	-9,50
14203,1	-10,70
14206,1	-12,10
14209,0	-10,00
14211,9	-8,10
14214,8	-7,80
14217,8	-7,90
14220,7	-8,50
14223,6	-9,80
14226,6	-12,00
14229,5	-13,10
14232,4	-11,20
14235,4	-9,70
14238,3	-10,10
14241,2	-10,70
14244,1	-10,20
14247,1	-9,80
14250,0	-10,10
14252,9	-10,20
14255,9	-9,90
14258,8	-10,60
14261,7	-11,30
14264,6	-10,70
14267,6	-10,20
14270,5	-10,50
14273,4	-11,80
14276,4	-12,90
14279,3	-13,00
14282,2	-12,30
14285,2	-11,30
14288,1	-10,40
14291,0	-10,60
14293,9	-11,70
14296,9	-11,90
14299,8	-10,90
14302,7	-10,80
14305,7	-11,60
14308,6	-12,30
14311,5	-12,20
14314,5	-12,30
14317,4	-12,80
14320,3	-14,00
14323,2	-14,00
14326,2	-12,80
14329,1	-11,50
14332,0	-11,00
14335,0	-12,10
14337,9	-12,30
14340,8	-10,90
14343,8	-9,70
14346,7	-8,90
14349,6	-8,40
14352,5	-8,60
14355,5	-9,20
14358,4	-10,10
14361,3	-10,50
14364,3	-10,20
14367,2	-9,70
14370,1	-9,00
14373,0	-8,30
14376,0	-8,00
14378,9	-8,10
14381,8	-8,60
14384,8	-9,50
14387,7	-10,60
14390,6	-11,20
14393,6	-11,20
14396,5	-11,00
14399,4	-11,50
14402,3	-12,50
14405,3	-12,60
14408,2	-11,90
14411,1	-11,50
14414,1	-11,70
14417,0	-12,10
14419,9	-12,00
14422,9	-11,00
14425,8	-10,20
14428,7	-10,20
14431,6	-9,90
14434,6	-9,70
14437,5	-10,20
14440,4	-11,00
14443,4	-11,50
14446,3	-10,80
14449,2	-9,40
14452,1	-9,00
14455,1	-9,80
14458,0	-10,70
14460,9	-10,90
14463,9	-10,90
14466,8	-11,60
14469,7	-12,80
14472,7	-12,70
14475,6	-11,90
14478,5	-11,40
14481,4	-11,00
14484,4	-11,30
14487,3	-12,90
14490,2	-13,90
14493,2	-13,30
14496,1	-12,00
14499,0	-11,70
14502,0	-12,00
14504,9	-12,60
14507,8	-13,90
14510,7	-15,50
14513,7	-15,10
14516,6	-13,80
14519,5	-12,60
14522,5	-11,40
14525,4	-11,70
14528,3	-13,30
14531,3	-13,00
14534,2	-12,20
14537,1	-11,80
14540,0	-11,10
14543,0	-11,20
14545,9	-11,60
14548,8	-11,80
14551,8	-12,00
14554,7	-12,30
14557,6	-12,60
14560,5	-12,60
14563,5	-11,20
14566,4	-10,00
14569,3	-10,80
14572,3	-13,00
14575,2	-13,70
14578,1	-12,00
14581,1	-11,00
14584,0	-11,80
14586,9	-13,30
14589,8	-13,30
14592,8	-13,20
14595,7	-12,20
14598,6	-10,90
14601,6	-9,80
14604,5	-9,70
14607,4	-10,80
14610,4	-11,10
14613,3	-11,10
14616,2	-11,40
14619,1	-11,60
14622,1	-12,00
14625,0	-12,90
14627,9	-13,70
14630,9	-13,70
14633,8	-13,20
14636,7	-12,80
14639,6	-12,90
14642,6	-11,90
14645,5	-11,20
14648,4	-9,60
14651,4	-7,80
14654,3	-7,40
14657,2	-8,60
14660,2	-9,40
14663,1	-8,70
14666,0	-8,70
14668,9	-10,60
14671,9	-12,20
14674,8	-12,50
14677,7	-10,90
14680,7	-10,20
14683,6	-10,70
14686,5	-10,60
14689,5	-10,00
14692,4	-9,50
14695,3	-9,70
14698,2	-10,00
14701,2	-10,10
14704,1	-11,40
14707,0	-13,20
14710,0	-12,00
14712,9	-9,90
14715,8	-9,10
14718,8	-9,50
14721,7	-10,90
14724,6	-11,50
14727,5	-10,60
14730,5	-9,20
14733,4	-8,50
14736,3	-9,00
14739,3	-9,50
14742,2	-8,40
14745,1	-7,30
14748,0	-8,10
14751,0	-9,70
14753,9	-9,90
14756,8	-9,80
14759,8	-10,20
14762,7	-11,00
14765,6	-12,00
14768,6	-12,20
14771,5	-11,70
14774,4	-10,70
14777,3	-9,60
14780,3	-9,20
14783,2	-10,10
14786,1	-11,00
14789,1	-10,40
14792,0	-8,80
14794,9	-7,30
14797,9	-6,70
14800,8	-7,30
14803,7	-8,80
14806,6	-10,70
14809,6	-11,50
14812,5	-10,90
14815,4	-10,70
14818,4	-9,70
14821,3	-8,00
14824,2	-7,00
14827,1	-7,10
14830,1	-7,80
14833,0	-9,30
14835,9	-11,70
14838,9	-11,50
14841,8	-9,30
14844,7	-8,00
14847,7	-7,90
14850,6	-8,90
14853,5	-9,50
14856,4	-9,40
14859,4	-9,70
14862,3	-10,60
14865,2	-11,50
14868,2	-10,90
14871,1	-9,50
14874,0	-8,80
14877,0	-8,70
14879,9	-7,80
14882,8	-7,80
14885,7	-8,60
14888,7	-9,90
14891,6	-10,40
14894,5	-9,90
14897,5	-9,60
14900,4	-9,50
14903,3	-9,70
14906,3	-10,00
14909,2	-10,50
14912,1	-11,10
14915,0	-10,90
14918,0	-10,30
14920,9	-9,80
14923,8	-9,60
14926,8	-9,60
14929,7	-9,90
14932,6	-10,90
14935,5	-11,60
14938,5	-11,10
14941,4	-9,30
14944,3	-7,80
14947,3	-7,30
14950,2	-7,60
14953,1	-8,70
14956,1	-10,30
14959,0	-11,70
14961,9	-11,70
14964,8	-10,60
14967,8	-9,20
14970,7	-8,20
14973,6	-8,00
14976,6	-9,10
14979,5	-10,60
14982,4	-11,20
14985,4	-11,50
14988,3	-11,60
14991,2	-10,90
14994,1	-10,70
14997,1	-11,10
15000,0	-10,70
15002,9	-10,10
15005,9	-10,40
15008,8	-11,40
15011,7	-12,20
15014,6	-11,20
15017,6	-9,90
15020,5	-9,10
15023,4	-8,10
15026,4	-7,80
15029,3	-8,70
15032,2	-8,80
15035,2	-8,30
15038,1	-8,40
15041,0	-9,10
15043,9	-9,30
15046,9	-9,40
15049,8	-9,30
15052,7	-8,70
15055,7	-8,10
15058,6	-7,90
15061,5	-7,90
15064,5	-8,00
15067,4	-8,40
15070,3	-9,20
15073,2	-9,90
15076,2	-9,20
15079,1	-8,40
15082,0	-8,10
15085,0	-7,50
15087,9	-7,40
15090,8	-8,10
15093,8	-9,70
15096,7	-11,00
15099,6	-10,40
15102,5	-9,80
15105,5	-9,20
15108,4	-8,00
15111,3	-7,70
15114,3	-8,40
15117,2	-9,60
15120,1	-10,50
15123,0	-11,00
15126,0	-11,00
15128,9	-11,20
15131,8	-10,70
15134,8	-10,00
15137,7	-10,00
15140,6	-10,20
15143,6	-10,00
15146,5	-9,40
15149,4	-8,80
15152,3	-8,90
15155,3	-9,00
15158,2	-8,70
15161,1	-8,80
15164,1	-8,90
15167,0	-8,60
15169,9	-8,60
15172,9	-9,30
15175,8	-10,40
15178,7	-10,10
15181,6	-9,40
15184,6	-9,20
15187,5	-9,00
15190,4	-9,10
15193,4	-9,80
15196,3	-10,30
15199,2	-9,90
15202,1	-9,40
15205,1	-9,70
15208,0	-10,70
15210,9	-10,50
15213,9	-9,40
15216,8	-8,80
15219,7	-8,40
15222,7	-9,00
15225,6	-10,20
15228,5	-10,40
15231,4	-9,90
15234,4	-9,10
15237,3	-9,40
15240,2	-9,70
15243,2	-9,20
15246,1	-8,80
15249,0	-9,00
15252,0	-9,60
15254,9	-10,30
15257,8	-11,00
15260,7	-10,90
15263,7	-10,00
15266,6	-10,00
15269,5	-10,60
15272,5	-10,80
15275,4	-10,10
15278,3	-9,60
15281,3	-9,10
15284,2	-9,20
15287,1	-10,10
15290,0	-11,30
15293,0	-12,30
15295,9	-12,40
15298,8	-12,10
15301,8	-12,20
15304,7	-11,70
15307,6	-11,20
15310,5	-10,60
15313,5	-10,50
15316,4	-12,00
15319,3	-13,00
15322,3	-12,20
15325,2	-12,20
15328,1	-14,10
15331,1	-16,60
15334,0	-16,10
15336,9	-14,20
15339,8	-13,40
15342,8	-12,70
15345,7	-11,80
15348,6	-11,30
15351,6	-12,30
15354,5	-13,00
15357,4	-11,50
15360,4	-10,30
15363,3	-10,80
15366,2	-13,80
15369,1	-13,60
15372,1	-10,60
15375,0	-9,50
15377,9	-10,20
15380,9	-10,80
15383,8	-11,20
15386,7	-12,50
15389,6	-12,20
15392,6	-10,60
15395,5	-11,40
15398,4	-14,10
15401,4	-13,80
15404,3	-12,10
15407,2	-12,10
15410,2	-14,40
15413,1	-16,60
15416,0	-15,20
15418,9	-13,60
15421,9	-13,20
15424,8	-13,10
15427,7	-13,50
15430,7	-14,70
15433,6	-15,30
15436,5	-15,00
15439,5	-14,20
15442,4	-14,20
15445,3	-15,30
15448,2	-14,30
15451,2	-11,30
15454,1	-10,30
15457,0	-11,30
15460,0	-13,60
15462,9	-14,40
15465,8	-14,30
15468,8	-14,10
15471,7	-14,20
15474,6	-14,30
15477,5	-14,00
15480,5	-13,80
15483,4	-13,30
15486,3	-12,90
15489,3	-13,00
15492,2	-13,80
15495,1	-14,40
15498,0	-13,30
15501,0	-12,10
15503,9	-11,80
15506,8	-12,60
15509,8	-13,60
15512,7	-14,80
15515,6	-15,90
15518,6	-15,50
15521,5	-14,70
15524,4	-14,30
15527,3	-14,00
15530,3	-13,40
15533,2	-12,70
15536,1	-12,10
15539,1	-12,60
15542,0	-14,40
15544,9	-16,30
15547,9	-16,90
15550,8	-16,40
15553,7	-15,40
15556,6	-14,30
15559,6	-13,40
15562,5	-14,20
15565,4	-14,30
15568,4	-14,50
15571,3	-14,30
15574,2	-13,40
15577,1	-13,50
15580,1	-14,00
15583,0	-14,30
15585,9	-14,50
15588,9	-14,50
15591,8	-15,30
15594,7	-16,50
15597,7	-16,50
15600,6	-17,00
15603,5	-17,10
15606,4	-16,10
15609,4	-14,00
15612,3	-12,70
15615,2	-12,70
15618,2	-13,60
15621,1	-14,20
15624,0	-14,00
15627,0	-15,10
15629,9	-15,30
15632,8	-14,10
15635,7	-13,60
15638,7	-14,00
15641,6	-15,40
15644,5	-15,90
15647,5	-14,60
15650,4	-14,50
15653,3	-14,90
15656,3	-15,50
15659,2	-15,80
15662,1	-14,50
15665,0	-13,90
15668,0	-14,30
15670,9	-15,20
15673,8	-15,90
15676,8	-14,40
15679,7	-13,00
15682,6	-12,10
15685,5	-12,20
15688,5	-13,90
15691,4	-14,80
15694,3	-14,00
15697,3	-14,10
15700,2	-15,00
15703,1	-14,90
15706,1	-13,70
15709,0	-13,60
15711,9	-14,10
15714,8	-14,70
15717,8	-14,90
15720,7	-14,10
15723,6	-13,60
15726,6	-12,90
15729,5	-12,70
15732,4	-13,40
15735,4	-14,00
15738,3	-14,60
15741,2	-15,00
15744,1	-14,30
15747,1	-13,60
15750,0	-13,60
15752,9	-13,70
15755,9	-13,90
15758,8	-14,30
15761,7	-14,40
15764,6	-14,70
15767,6	-15,00
15770,5	-15,50
15773,4	-15,50
15776,4	-14,70
15779,3	-12,90
15782,2	-11,90
15785,2	-12,60
15788,1	-12,90
15791,0	-11,70
15793,9	-11,00
15796,9	-11,00
15799,8	-11,40
15802,7	-12,50
15805,7	-12,60
15808,6	-10,90
15811,5	-9,70
15814,5	-10,30
15817,4	-12,00
15820,3	-14,40
15823,2	-13,50
15826,2	-11,80
15829,1	-12,10
15832,0	-13,20
15835,0	-14,30
15837,9	-15,10
15840,8	-13,90
15843,8	-12,60
15846,7	-12,70
15849,6	-13,40
15852,5	-13,60
15855,5	-14,10
15858,4	-14,00
15861,3	-14,40
15864,3	-15,20
15867,2	-15,10
15870,1	-14,70
15873,0	-13,00
15876,0	-12,20
15878,9	-13,00
15881,8	-14,50
15884,8	-13,90
15887,7	-13,20
15890,6	-13,10
15893,6	-13,30
15896,5	-13,10
15899,4	-14,50
15902,3	-15,10
15905,3	-13,40
15908,2	-12,70
15911,1	-13,80
15914,1	-15,80
15917,0	-16,80
15919,9	-17,10
15922,9	-15,50
15925,8	-14,00
15928,7	-13,70
15931,6	-14,50
15934,6	-14,40
15937,5	-15,10
15940,4	-16,60
15943,4	-15,90
15946,3	-13,80
15949,2	-12,10
15952,1	-12,80
15955,1	-15,50
15958,0	-15,20
15960,9	-12,90
15963,9	-12,10
15966,8	-11,50
15969,7	-11,90
15972,7	-13,20
15975,6	-14,80
15978,5	-15,90
15981,4	-14,60
15984,4	-11,90
15987,3	-10,00
15990,2	-9,50
15993,2	-10,80
15996,1	-13,50
15999,0	-15,60
16002,0	-15,10
16004,9	-14,20
16007,8	-14,40
16010,7	-15,10
16013,7	-14,20
16016,6	-12,10
16019,5	-10,90
16022,5	-10,70
16025,4	-10,80
16028,3	-11,10
16031,3	-11,70
16034,2	-12,30
16037,1	-13,20
16040,0	-13,00
16043,0	-12,00
16045,9	-11,60
16048,8	-11,30
16051,8	-10,90
16054,7	-11,10
16057,6	-12,20
16060,5	-13,60
16063,5	-13,60
16066,4	-12,80
16069,3	-12,40
16072,3	-12,70
16075,2	-13,40
16078,1	-14,50
16081,1	-14,30
16084,0	-13,00
16086,9	-12,90
16089,8	-13,90
16092,8	-15,00
16095,7	-15,30
16098,6	-15,00
16101,6	-15,10
16104,5	-15,60
16107,4	-15,00
16110,4	-13,40
16113,3	-12,30
16116,2	-12,20
16119,1	-12,70
16122,1	-12,20
16125,0	-11,10
16127,9	-10,30
16130,9	-10,10
16133,8	-10,50
16136,7	-10,90
16139,6	-11,10
16142,6	-10,60
16145,5	-10,80
16148,4	-12,20
16151,4	-13,70
16154,3	-12,70
16157,2	-11,60
16160,2	-11,50
16163,1	-11,70
16166,0	-11,60
16168,9	-12,00
16171,9	-12,80
16174,8	-13,00
16177,7	-13,40
16180,7	-14,00
16183,6	-13,80
16186,5	-12,80
16189,5	-12,30
16192,4	-12,70
16195,3	-13,80
16198,2	-16,20
16201,2	-17,70
16204,1	-15,20
16207,0	-13,70
16210,0	-14,00
16212,9	-16,30
16215,8	-17,50
16218,8	-13,50
16221,7	-11,70
16224,6	-12,90
16227,5	-15,90
16230,5	-17,10
16233,4	-14,80
16236,3	-13,50
16239,3	-13,40
16242,2	-13,10
16245,1	-12,90
16248,0	-13,20
16251,0	-13,60
16253,9	-13,30
16256,8	-13,20
16259,8	-13,80
16262,7	-14,90
16265,6	-14,90
16268,6	-13,80
16271,5	-13,40
16274,4	-13,60
16277,3	-13,80
16280,3	-14,90
16283,2	-16,00
16286,1	-16,40
16289,1	-16,20
16292,0	-16,00
16294,9	-16,00
16297,9	-16,30
16300,8	-17,40
16303,7	-18,00
16306,6	-18,40
16309,6	-18,30
16312,5	-17,10
16315,4	-16,20
16318,4	-16,60
16321,3	-18,40
16324,2	-20,10
16327,1	-19,20
16330,1	-18,50
16333,0	-17,50
16335,9	-16,80
16338,9	-16,50
16341,8	-16,30
16344,7	-16,10
16347,7	-16,50
16350,6	-16,80
16353,5	-16,60
16356,4	-15,90
16359,4	-15,80
16362,3	-16,70
16365,2	-17,70
16368,2	-18,30
16371,1	-18,30
16374,0	-18,00
16377,0	-17,80
16379,9	-18,20
16382,8	-17,00
16385,7	-16,20
16388,7	-17,30
16391,6	-18,60
16394,5	-19,00
16397,5	-16,70
16400,4	-14,80
16403,3	-14,80
16406,3	-16,50
16409,2	-16,60
16412,1	-15,40
16415,0	-15,70
16418,0	-16,50
16420,9	-16,50
16423,8	-15,70
16426,8	-15,00
16429,7	-15,30
16432,6	-15,30
16435,5	-14,60
16438,5	-13,80
16441,4	-14,30
16444,3	-15,10
16447,3	-15,20
16450,2	-15,70
16453,1	-17,90
16456,1	-19,30
16459,0	-19,10
16461,9	-18,20
16464,8	-16,40
16467,8	-15,00
16470,7	-14,60
16473,6	-15,60
16476,6	-16,50
16479,5	-16,30
16482,4	-16,20
16485,4	-16,50
16488,3	-17,30
16491,2	-17,90
16494,1	-17,80
16497,1	-17,70
16500,0	-17,30
16502,9	-16,10
16505,9	-15,40
16508,8	-15,40
16511,7	-16,20
16514,6	-16,10
16517,6	-15,40
16520,5	-15,90
16523,4	-16,30
16526,4	-15,60
16529,3	-14,40
16532,2	-13,80
16535,2	-14,20
16538,1	-15,70
16541,0	-17,30
16543,9	-17,40
16546,9	-16,50
16549,8	-15,70
16552,7	-15,30
16555,7	-16,60
16558,6	-18,50
16561,5	-16,60
16564,5	-15,60
16567,4	-17,20
16570,3	-18,20
16573,2	-16,00
16576,2	-14,90
16579,1	-15,40
16582,0	-16,60
16585,0	-18,60
16587,9	-18,80
16590,8	-17,70
16593,8	-16,90
16596,7	-15,50
16599,6	-14,70
16602,5	-15,60
16605,5	-16,30
16608,4	-15,90
16611,3	-15,80
16614,3	-16,00
16617,2	-16,10
16620,1	-15,90
16623,0	-16,30
16626,0	-15,50
16628,9	-14,70
16631,8	-14,80
16634,8	-15,60
16637,7	-16,50
16640,6	-15,80
16643,6	-15,30
16646,5	-15,60
16649,4	-15,20
16652,3	-15,20
16655,3	-16,50
16658,2	-17,70
16661,1	-16,40
16664,1	-14,90
16667,0	-14,10
16669,9	-14,10
16672,9	-14,30
16675,8	-14,00
16678,7	-14,00
16681,6	-14,10
16684,6	-13,10
16687,5	-12,90
16690,4	-14,30
16693,4	-16,50
16696,3	-17,90
16699,2	-17,90
16702,1	-16,30
16705,1	-14,70
16708,0	-14,80
16710,9	-15,80
16713,9	-15,80
16716,8	-15,70
16719,7	-16,50
16722,7	-16,60
16725,6	-15,10
16728,5	-14,40
16731,4	-14,30
16734,4	-14,40
16737,3	-14,20
16740,2	-14,10
16743,2	-14,40
16746,1	-15,00
16749,0	-15,90
16752,0	-17,30
16754,9	-18,10
16757,8	-17,70
16760,7	-16,40
16763,7	-14,60
16766,6	-13,10
16769,5	-12,40
16772,5	-13,20
16775,4	-15,20
16778,3	-16,20
16781,3	-15,70
16784,2	-14,60
16787,1	-14,40
16790,0	-14,60
16793,0	-15,20
16795,9	-16,30
16798,8	-16,30
16801,8	-16,50
16804,7	-16,50
16807,6	-16,30
16810,5	-16,00
16813,5	-16,30
16816,4	-16,50
16819,3	-16,00
16822,3	-15,30
16825,2	-15,10
16828,1	-15,00
16831,1	-14,90
16834,0	-14,10
16836,9	-13,30
16839,8	-13,20
16842,8	-13,90
16845,7	-14,60
16848,6	-16,00
16851,6	-18,30
16854,5	-19,40
16857,4	-18,40
16860,4	-15,60
16863,3	-13,60
16866,2	-13,70
16869,1	-15,20
16872,1	-16,50
16875,0	-15,70
16877,9	-14,50
16880,9	-13,80
16883,8	-13,80
16886,7	-14,70
16889,6	-15,60
16892,6	-15,50
16895,5	-15,90
16898,4	-16,70
16901,4	-17,50
16904,3	-18,10
16907,2	-18,40
16910,2	-17,60
16913,1	-16,20
16916,0	-15,30
16918,9	-15,20
16921,9	-15,60
16924,8	-14,30
16927,7	-12,40
16930,7	-12,70
16933,6	-14,30
16936,5	-15,10
16939,5	-15,00
16942,4	-14,90
16945,3	-14,30
16948,2	-13,80
16951,2	-14,10
16954,1	-14,50
16957,0	-13,50
16960,0	-12,40
16962,9	-12,00
16965,8	-12,60
16968,8	-12,80
16971,7	-11,70
16974,6	-10,60
16977,5	-10,50
16980,5	-10,90
16983,4	-11,70
16986,3	-12,80
16989,3	-13,40
16992,2	-13,80
16995,1	-13,00
16998,0	-13,00
17001,0	-14,10
17003,9	-13,70
17006,8	-12,50
17009,8	-12,10
17012,7	-12,30
17015,6	-12,30
17018,6	-12,10
17021,5	-12,10
17024,4	-12,70
17027,3	-13,20
17030,3	-13,50
17033,2	-13,60
17036,1	-12,90
17039,1	-11,80
17042,0	-11,60
17044,9	-12,50
17047,9	-13,00
17050,8	-11,90
17053,7	-11,40
17056,6	-12,50
17059,6	-15,30
17062,5	-18,20
17065,4	-17,80
17068,4	-17,10
17071,3	-16,60
17074,2	-14,30
17077,1	-12,50
17080,1	-12,20
17083,0	-12,50
17085,9	-13,30
17088,9	-13,70
17091,8	-13,90
17094,7	-13,90
17097,7	-14,50
17100,6	-15,30
17103,5	-15,70
17106,4	-15,40
17109,4	-14,40
17112,3	-14,00
17115,2	-14,00
17118,2	-13,30
17121,1	-13,10
17124,0	-14,00
17127,0	-14,10
17129,9	-13,00
17132,8	-12,50
17135,7	-13,10
17138,7	-14,50
17141,6	-15,20
17144,5	-14,80
17147,5	-14,10
17150,4	-13,60
17153,3	-13,70
17156,3	-14,60
17159,2	-15,40
17162,1	-15,40
17165,0	-16,30
17168,0	-17,20
17170,9	-15,90
17173,8	-13,50
17176,8	-12,90
17179,7	-14,60
17182,6	-16,60
17185,5	-16,00
17188,5	-15,10
17191,4	-14,40
17194,3	-14,00
17197,3	-14,50
17200,2	-15,30
17203,1	-16,10
17206,1	-15,70
17209,0	-15,30
17211,9	-14,80
17214,8	-13,90
17217,8	-13,80
17220,7	-14,40
17223,6	-15,20
17226,6	-15,50
17229,5	-14,90
17232,4	-14,90
17235,4	-15,20
17238,3	-16,10
17241,2	-16,40
17244,1	-16,30
17247,1	-16,90
17250,0	-17,10
17252,9	-16,60
17255,9	-16,00
17258,8	-16,10
17261,7	-17,60
17264,6	-18,00
17267,6	-16,20
17270,5	-15,00
17273,4	-14,60
17276,4	-14,70
17279,3	-15,40
17282,2	-16,30
17285,2	-16,70
17288,1	-16,30
17291,0	-16,30
17293,9	-16,60
17296,9	-17,10
17299,8	-17,70
17302,7	-17,40
17305,7	-17,10
17308,6	-17,60
17311,5	-18,40
17314,5	-19,00
17317,4	-19,00
17320,3	-19,00
17323,2	-19,00
17326,2	-18,10
17329,1	-18,00
17332,0	-18,10
17335,0	-17,40
17337,9	-16,70
17340,8	-16,30
17343,8	-16,40
17346,7	-16,20
17349,6	-15,80
17352,5	-15,70
17355,5	-15,50
17358,4	-15,20
17361,3	-15,30
17364,3	-15,40
17367,2	-15,30
17370,1	-15,80
17373,0	-16,80
17376,0	-18,30
17378,9	-18,90
17381,8	-18,50
17384,8	-18,10
17387,7	-17,40
17390,6	-16,70
17393,6	-17,00
17396,5	-17,40
17399,4	-16,70
17402,3	-16,40
17405,3	-16,90
17408,2	-17,40
17411,1	-17,10
17414,1	-16,70
17417,0	-16,70
17419,9	-16,10
17422,9	-14,50
17425,8	-13,30
17428,7	-13,00
17431,6	-13,60
17434,6	-14,30
17437,5	-14,60
17440,4	-15,00
17443,4	-15,70
17446,3	-16,20
17449,2	-16,20
17452,1	-16,30
17455,1	-16,60
17458,0	-16,90
17460,9	-16,50
17463,9	-15,40
17466,8	-15,20
17469,7	-15,60
17472,7	-15,90
17475,6	-16,10
17478,5	-16,20
17481,4	-16,80
17484,4	-17,10
17487,3	-17,20
17490,2	-17,80
17493,2	-18,60
17496,1	-17,90
17499,0	-17,60
17502,0	-18,10
17504,9	-18,00
17507,8	-17,10
17510,7	-17,10
17513,7	-18,10
17516,6	-18,80
17519,5	-19,10
17522,5	-18,90
17525,4	-18,40
17528,3	-18,30
17531,3	-18,60
17534,2	-19,30
17537,1	-20,20
17540,0	-20,80
17543,0	-20,70
17545,9	-19,80
17548,8	-18,60
17551,8	-18,30
